index_original,EmpID,LocLat,LocLong
22655,12625468,-15.8668933,-47.9442845
26878,12625468,-15.9414808,-47.9878207
21159,12625468,-15.9028252,-47.9634043
10466,12625468,-15.8690028,-47.9473194
11696,12625468,-15.8153513,-47.8985343
26879,12625468,-15.9414808,-47.9878207
3997,12625468,-15.9414808,-47.9878207
4417,12625468,-15.8681214,-47.9458794
21329,12625468,-15.8146964,-47.897644
30028,12625468,-15.8668933,-47.9442845
16492,12625468,-15.9118156,-47.9679832
5867,12625468,-15.9414808,-47.9878207
19033,12625468,-15.9117427,-47.9678806
21160,12625468,-15.9028252,-47.9634043
26232,12625468,-15.8926094,-47.9615428
15724,12625468,-15.8153513,-47.8985343
3998,12625468,-15.9414808,-47.9878207
19034,12625468,-15.9117427,-47.9678806
21161,12625468,-15.9028252,-47.9634043
29238,12625468,-15.8926094,-47.9615428
29968,12625468,-15.8528601,-47.9326156
22656,12625468,-15.8668933,-47.9442845
19036,12625468,-15.9117427,-47.9678806
31480,12625468,-15.8593901,-47.9358514
22658,12625468,-15.8668933,-47.9442845
8387,12625468,-15.9117898,-47.9680127
26880,12625468,-15.9414808,-47.9878207
9074,12625468,-15.9414808,-47.9878207
10467,12625468,-15.8690028,-47.9473194
29969,12625468,-15.8528601,-47.9326156
19038,12625468,-15.9117427,-47.9678806
26233,12625468,-15.8926094,-47.9615428
10468,12625468,-15.8690028,-47.9473194
30029,12625468,-15.8668933,-47.9442845
8388,12625468,-15.9117898,-47.9680127
26234,12625468,-15.8926094,-47.9615428
9075,12625468,-15.9414808,-47.9878207
29239,12625468,-15.8926094,-47.9615428
18839,12625468,-15.8528601,-47.9326156
9076,12625468,-15.9414808,-47.9878207
4418,12625468,-15.8681214,-47.9458794
29970,12625468,-15.8528601,-47.9326156
26174,12625468,-15.8059857,-47.889158
16493,12625468,-15.9118156,-47.9679832
9078,12625468,-15.9414808,-47.9878207
26236,12625468,-15.8926094,-47.9615428
4419,12625468,-15.8681214,-47.9458794
16494,12625468,-15.9118156,-47.9679832
26881,12625468,-15.9414808,-47.9878207
22659,12625468,-15.8668933,-47.9442845
1292,12625468,-15.8681214,-47.9458794
16495,12625468,-15.9118156,-47.9679832
21162,12625468,-15.9028252,-47.9634043
16835,12625468,-15.8440167,-47.9440278
11697,12625468,-15.8153513,-47.8985343
19039,12625468,-15.9117427,-47.9678806
16665,12625468,-15.9414808,-47.9878207
3999,12625468,-15.9414808,-47.9878207
31481,12625468,-15.8593901,-47.9358514
4000,12625468,-15.9414808,-47.9878207
8589,12625468,-15.9117427,-47.9678806
26237,12625468,-15.8926094,-47.9615428
4420,12625468,-15.8681214,-47.9458794
31482,12625468,-15.8593901,-47.9358514
26175,12625468,-15.8059857,-47.889158
6996,12625468,-15.815221,-47.8985703
30030,12625468,-15.8668933,-47.9442845
9387,12625468,-15.8852234,-47.9602746
16496,12625468,-15.9118156,-47.9679832
9080,12625468,-15.9414808,-47.9878207
