Training Time (s),CPU Usage (%),Energy Consumed (W)
3.8837904930114746,61.8,-0.07711239596926034
3.732356309890747,65.8,-0.2060010052857486
4.022947788238525,62.6,0.4950188064965373
4.109820365905762,62.1,-0.057247803904638905
4.037133455276489,64.2,-0.24575872681717925
